FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
180915;1000;16;;;
180915;1100;18;;;
180915;1200;16;;;
180915;1300;12;;;
180915;1400;14;;;
180915;1500;25;;;
180915;1600;28;;;
180915;1700;33;;;
180915;1800;39;;;
180915;1900;36;;;
180915;2000;31;;;
180915;2100;52;;;
180915;2200;33;;;
180915;2300;17;;;
180916;0000;36;;;
180916;0100;76;;;
180916;0200;30;;;
180916;0300;24;;;
180916;0400;22;;;
180916;0500;37;;;
180916;0600;44;;;
180916;0700;43;;;
180916;0800;71;;;
180916;0900;50;;;
180916;1000;42;;;
180916;1100;36;;;
180916;1200;28;;;
180916;1300;14;;;
180916;1400;19;;;
180916;1500;9;;;
180916;1600;18;;;
180916;1700;48;;;
180916;1800;41;;;
180916;1900;54;;;
180916;2000;56;;;
180916;2100;50;;;
180916;2200;30;;;
180916;2300;12;;;
180917;0000;16;;;
180917;0100;15;;;
180917;0200;11;;;
180917;0300;12;;;
180917;0400;7;;;
180917;0500;5;;;
180917;0600;11;;;
180917;0700;13;;;
180917;0800;15;;;
180917;0900;25;;;
180917;1000;20;;;
180917;1100;29;;;
180917;1200;20;;;
180917;1300;16;;;
180917;1400;15;;;
180917;1500;32;;;
180917;1600;20;;;
180917;1700;32;;;
180917;1800;51;;;
180917;1900;85;;;
180917;2000;69;;;
180917;2100;50;;;
180917;2200;24;;;
180917;2300;57;;;
180918;0000;20;;;
180918;0100;33;;;
180918;0200;38;;;
180918;0300;4;;;
180918;0400;11;;;
180918;0500;8;;;
180918;0600;20;;;
180918;0700;79;;;
180918;0800;46;;;
180918;0900;28;;;
180918;1000;16;;;
180918;1100;18;;;
180918;1200;10;;;
180918;1300;15;;;
180918;1400;16;;;
180918;1500;17;;;
180918;1600;30;;;
180918;1700;38;;;
180918;1800;35;;;
180918;1900;53;;;
180918;2000;65;;;
180918;2100;67;;;
180918;2200;46;;;
180918;2300;26;;;
180919;0000;22;;;
180919;0100;7;;;
180919;0200;6;;;
180919;0300;15;;;
180919;0400;7;;;
180919;0500;6;;;
180919;0600;14;;;
180919;0700;10;;;
180919;0800;9;;;
180919;0900;29;;;
180919;1000;18;;;
180919;1100;21;;;
180919;1200;26;;;
180919;1300;16;;;
180919;1400;12;;;
180919;1500;7;;;
180919;1600;16;;;
180919;1700;22;;;
180919;1800;52;;;
180919;1900;72;;;
180919;2000;148;;;
180919;2100;98;;;
180919;2200;94;;;
180919;2300;60;;;
180920;0000;27;;;
180920;0100;9;;;
180920;0200;9;;;
180920;0300;11;;;
180920;0400;9;;;
180920;0500;14;;;
180920;0600;24;;;
180920;0700;20;;;
180920;0800;26;;;
180920;0900;18;;;
180920;1000;;;;
180920;1100;16;;;
180920;1200;44;;;
180920;1300;55;;;
180920;1400;70;;;
180920;1500;61;;;
180920;1600;49;;;
180920;1700;81;;;
180920;1800;98;;;
180920;1900;80;;;
180920;2000;84;;;
180920;2100;110;;;
180920;2200;57;;;
180920;2300;28;;;
180921;0000;18;;;
180921;0100;46;;;
180921;0200;14;;;
180921;0300;9;;;
180921;0400;8;;;
180921;0500;10;;;
180921;0600;53;;;
180921;0700;50;;;
180921;0800;21;;;
180921;0900;38;;;
180921;1000;11;;;
180921;1100;26;;;
180921;1200;22;;;
180921;1300;22;;;
180921;1400;15;;;
180921;1500;17;;;
180921;1600;38;;;
180921;1700;54;;;
180921;1800;77;;;
180921;1900;68;;;
180921;2000;34;;;
180921;2100;43;;;
180921;2200;17;;;
180921;2300;18;;;
180922;0000;8;;;
180922;0100;11;;;
180922;0200;9;;;
180922;0300;7;;;
180922;0400;7;;;
180922;0500;7;;;
180922;0600;18;;;
180922;0700;30;;;
180922;0800;37;;;
180922;0900;38;;;
180922;1000;72;;;
180922;1100;95;;;
180922;1200;33;;;
180922;1300;17;;;
180922;1400;15;;;
180922;1500;31;;;
180922;1600;43;;;
180922;1700;71;;;
180922;1800;52;;;
180922;1900;50;;;
180922;2000;62;;;
180922;2100;51;;;
180922;2200;46;;;
180922;2300;22;;;
180923;0000;22;;;
180923;0100;22;;;
180923;0200;11;;;
180923;0300;7;;;
180923;0400;5;;;
180923;0500;5;;;
180923;0600;13;;;
180923;0700;11;;;
180923;0800;18;;;
180923;0900;20;;;
180923;1000;26;;;
180923;1100;19;;;
180923;1200;20;;;
180923;1300;21;;;
180923;1400;26;;;
180923;1500;17;;;
180923;1600;46;;;
180923;1700;28;;;
180923;1800;29;;;
180923;1900;34;;;
180923;2000;68;;;
180923;2100;37;;;
180923;2200;50;;;
180923;2300;66;;;
180924;0000;33;;;
180924;0100;18;;;
180924;0200;22;;;
180924;0300;35;;;
180924;0400;17;;;
180924;0500;31;;;
180924;0600;77;;;
180924;0700;30;;;
180924;0800;34;;;
180924;0900;35;;;
180924;1000;16;;;
180924;1100;11;;;
180924;1200;16;;;
180924;1300;19;;;
180924;1400;47;;;
180924;1500;38;;;
180924;1600;55;;;
180924;1700;61;;;
180924;1800;94;;;
180924;1900;115;;;
180924;2000;106;;;
180924;2100;100;;;
180924;2200;147;;;
180924;2300;161;;;
180925;0000;131;;;
180925;0100;23;;;
180925;0200;52;;;
180925;0300;8;;;
180925;0400;15;;;
180925;0500;16;;;
180925;0600;123;;;
180925;0700;61;;;
180925;0800;36;;;
180925;0900;13;;;
180925;1000;30;;;
180925;1100;18;;;
180925;1200;19;;;
180925;1300;23;;;
180925;1400;26;;;
180925;1500;31;;;
180925;1600;24;;;
180925;1700;44;;;
180925;1800;45;;;
180925;1900;108;;;
180925;2000;143;;;
180925;2100;98;;;
180925;2200;171;;;
180925;2300;58;;;
180926;0000;60;;;
180926;0100;47;;;
180926;0200;42;;;
180926;0300;12;;;
180926;0400;21;;;
180926;0500;58;;;
180926;0600;166;;;
180926;0700;97;;;
180926;0800;28;;;
180926;0900;15;;;
180926;1000;10;;;
180926;1100;12;;;
180926;1200;;;;
180926;1300;14;;;
180926;1400;;;;
180926;1500;;;;
180926;1600;16;;;
180926;1700;22;;;
180926;1800;26;;;
180926;1900;22;;;
180926;2000;15;;;
180926;2100;22;;;
180926;2200;10;;;
180926;2300;12;;;
180927;0000;11;;;
180927;0100;12;;;
180927;0200;18;;;
180927;0300;26;;;
180927;0400;43;;;
180927;0500;45;;;
180927;0600;113;;;
180927;0700;206;;;
180927;0800;132;;;
180927;0900;42;;;
180927;1000;33;;;
180927;1100;24;;;
180927;1200;19;;;
180927;1300;18;;;
180927;1400;18;;;
180927;1500;9;;;
180927;1600;39;;;
180927;1700;54;;;
180927;1800;93;;;
180927;1900;109;;;
180927;2000;128;;;
180927;2100;63;;;
180927;2200;62;;;
180927;2300;58;;;
180928;0000;31;;;
180928;0100;14;;;
180928;0200;18;;;
180928;0300;11;;;
180928;0400;9;;;
180928;0500;15;;;
180928;0600;75;;;
180928;0700;90;;;
180928;0800;47;;;
180928;0900;39;;;
180928;1000;15;;;
180928;1100;19;;;
180928;1200;15;;;
180928;1300;16;;;
180928;1400;16;;;
180928;1500;;;1;
180928;1600;;;;
180928;1700;58;;;
180928;1800;51;;;
180928;1900;45;;;
180928;2000;60;;;
180928;2100;56;;;
180928;2200;36;;;
180928;2300;25;;;
180929;0000;7;;;
180929;0100;10;;;
180929;0200;7;;;
180929;0300;5;;;
180929;0400;7;;;
180929;0500;8;;;
180929;0600;11;;;
180929;0700;22;;;
180929;0800;30;;;
180929;0900;32;;;
180929;1000;33;;;
180929;1100;41;;;
180929;1200;29;;;
180929;1300;39;;;
180929;1400;30;;;
180929;1500;26;;;
180929;1600;45;;;
180929;1700;94;;;
180929;1800;72;;;
180929;1900;104;;;
180929;2000;142;;;
180929;2100;80;;;
180929;2200;58;;;
180929;2300;107;;;
180930;0000;26;;;
180930;0100;18;;;
180930;0200;14;;;
180930;0300;20;;;
180930;0400;15;;;
180930;0500;19;;;
180930;0600;22;;;
180930;0700;29;;;
180930;0800;56;;;
180930;0900;31;;;
180930;1000;22;;;
180930;1100;24;;;
180930;1200;25;;;
180930;1300;28;;;
180930;1400;16;;;
180930;1500;18;;;
180930;1600;19;;;
180930;1700;34;;;
180930;1800;54;;;
180930;1900;69;;;
180930;2000;107;;;
180930;2100;68;;;
180930;2200;27;;;
180930;2300;37;;;
181001;0000;18;;;
181001;0100;6;;;
181001;0200;5;;;
181001;0300;9;;;
181001;0400;6;;;
181001;0500;14;;;
181001;0600;24;;;
181001;0700;37;;;
181001;0800;33;;;
181001;0900;44;;;
181001;1000;35;;;
181001;1100;23;;;
181001;1200;20;;;
181001;1300;15;;;
181001;1400;19;;;
181001;1500;16;;;
181001;1600;20;;;
181001;1700;30;;;
181001;1800;33;;;
181001;1900;35;;;
181001;2000;54;;;
181001;2100;49;;;
181001;2200;31;;;
181001;2300;14;;;
181002;0000;12;;;
181002;0100;11;;;
181002;0200;7;;;
181002;0300;4;;;
181002;0400;5;;;
181002;0500;8;;;
181002;0600;31;;;
181002;0700;37;;;
181002;0800;31;;;
181002;0900;18;;;
181002;1000;20;;;
181002;1100;20;;;
181002;1200;18;;;
181002;1300;21;;;
181002;1400;16;;;
181002;1500;20;;;
181002;1600;16;;;
181002;1700;27;;;
181002;1800;27;;;
181002;1900;37;;;
181002;2000;30;;;
181002;2100;39;;;
181002;2200;20;;;
181002;2300;25;;;
181003;0000;24;;;
181003;0100;12;;;
181003;0200;7;;;
181003;0300;8;;;
181003;0400;7;;;
181003;0500;16;;;
181003;0600;23;;;
181003;0700;39;;;
181003;0800;22;;;
181003;0900;22;;;
181003;1000;29;;;
181003;1100;23;;;
181003;1200;16;;;
181003;1300;23;;;
181003;1400;15;;;
181003;1500;19;;;
181003;1600;31;;;
181003;1700;26;;;
181003;1800;25;;;
181003;1900;37;;;
181003;2000;131;;;
181003;2100;268;;;
181003;2200;50;;;
181003;2300;22;;;
181004;0000;52;;;
181004;0100;22;;;
181004;0200;7;;;
181004;0300;7;;;
181004;0400;7;;;
181004;0500;14;;;
181004;0600;64;;;
181004;0700;38;;;
181004;0800;20;;;
181004;0900;15;;;
181004;1000;14;;;
181004;1100;;;162;
181004;1200;;;;
181004;1300;11;;;
181004;1400;12;;;
181004;1500;11;;;
181004;1600;10;;;
181004;1700;16;;;
181004;1800;24;;;
181004;1900;44;;;
181004;2000;41;;;
181004;2100;22;;;
181004;2200;22;;;
181004;2300;24;;;
181005;0000;63;;;
181005;0100;64;;;
181005;0200;87;;;
181005;0300;75;;;
181005;0400;64;;;
181005;0500;75;;;
181005;0600;193;;;
181005;0700;122;;;
181005;0800;28;;;
181005;0900;41;;;
181005;1000;26;;;
181005;1100;16;;;
181005;1200;19;;;
181005;1300;19;;;
181005;1400;12;;;
181005;1500;11;;;
181005;1600;16;;;
181005;1700;16;;;
181005;1800;31;;;
181005;1900;64;;;
181005;2000;137;;;
181005;2100;72;;;
181005;2200;80;;;
181005;2300;118;;;
181006;0000;102;;;
181006;0100;31;;;
181006;0200;24;;;
181006;0300;7;;;
181006;0400;5;;;
181006;0500;12;;;
181006;0600;35;;;
181006;0700;22;;;
181006;0800;20;;;
181006;0900;39;;;
181006;1000;24;;;
181006;1100;28;;;
181006;1200;22;;;
181006;1300;16;;;
181006;1400;17;;;
181006;1500;13;;;
181006;1600;16;;;
181006;1700;24;;;
181006;1800;27;;;
181006;1900;41;;;
181006;2000;22;;;
181006;2100;19;;;
181006;2200;19;;;
181006;2300;17;;;
181007;0000;12;;;
181007;0100;12;;;
181007;0200;9;;;
181007;0300;6;;;
181007;0400;5;;;
181007;0500;5;;;
181007;0600;7;;;
181007;0700;8;;;
181007;0800;20;;;
181007;0900;27;;;
181007;1000;22;;;
181007;1100;18;;;
181007;1200;18;;;
181007;1300;14;;;
181007;1400;12;;;
181007;1500;11;;;
181007;1600;12;;;
181007;1700;26;;;
181007;1800;32;;;
181007;1900;57;;;
181007;2000;117;;;
181007;2100;167;;;
181007;2200;59;;;
181007;2300;20;;;
181008;0000;21;;;
181008;0100;14;;;
181008;0200;6;;;
181008;0300;7;;;
181008;0400;18;;;
181008;0500;28;;;
181008;0600;52;;;
181008;0700;32;;;
181008;0800;18;;;
181008;0900;16;;;
181008;1000;26;;;
181008;1100;16;;;
181008;1200;26;;;
181008;1300;33;;;
181008;1400;33;;;
181008;1500;14;;;
181008;1600;16;;;
181008;1700;34;;;
181008;1800;43;;;
181008;1900;56;;;
181008;2000;39;;;
181008;2100;50;;;
181008;2200;26;;;
181008;2300;22;;;
181009;0000;18;;;
181009;0100;16;;;
181009;0200;7;;;
181009;0300;8;;;
181009;0400;14;;;
181009;0500;23;;;
181009;0600;94;;;
181009;0700;85;;;
181009;0800;26;;;
181009;0900;18;;;
181009;1000;19;;;
181009;1100;23;;;
181009;1200;22;;;
181009;1300;20;;;
181009;1400;14;;;
181009;1500;17;;;
181009;1600;15;;;
181009;1700;23;;;
181009;1800;28;;;
181009;1900;43;;;
181009;2000;47;;;
181009;2100;26;;;
181009;2200;29;;;
181009;2300;30;;;
181010;0000;16;;;
181010;0100;16;;;
181010;0200;5;;;
181010;0300;8;;;
181010;0400;7;;;
181010;0500;9;;;
181010;0600;59;;;
181010;0700;35;;;
181010;0800;19;;;
181010;0900;17;;;
181010;1000;22;;;
181010;1100;17;;;
181010;1200;11;;;
181010;1300;13;;;
181010;1400;10;;;
181010;1500;7;;;
181010;1600;11;;;
181010;1700;15;;;
181010;1800;29;;;
181010;1900;54;;;
181010;2000;80;;;
181010;2100;88;;;
181010;2200;39;;;
181010;2300;37;;;
181011;0000;25;;;
181011;0100;23;;;
181011;0200;20;;;
181011;0300;20;;;
181011;0400;9;;;
181011;0500;14;;;
181011;0600;43;;;
181011;0700;44;;;
181011;0800;19;;;
181011;0900;11;;;
181011;1000;8;;;
181011;1100;9;;;
181011;1200;7;;;
181011;1300;4;;;
181011;1400;9;;;
181011;1500;11;;;
181011;1600;12;;;
181011;1700;22;;;
181011;1800;31;;;
181011;1900;35;;;
181011;2000;53;;;
181011;2100;50;;;
181011;2200;41;;;
181011;2300;24;;;
181012;0000;9;;;
181012;0100;16;;;
181012;0200;5;;;
181012;0300;5;;;
181012;0400;7;;;
181012;0500;9;;;
181012;0600;39;;;
181012;0700;41;;;
181012;0800;19;;;
181012;0900;10;;;
181012;1000;10;;;
181012;1100;10;;;
181012;1200;15;;;
181012;1300;7;;;
181012;1400;8;;;
181012;1500;10;;;
181012;1600;15;;;
181012;1700;15;;;
181012;1800;24;;;
181012;1900;21;;;
181012;2000;45;;;
181012;2100;27;;;
181012;2200;24;;;
181012;2300;20;;;
181013;0000;9;;;
181013;0100;7;;;
181013;0200;6;;;
181013;0300;4;;;
181013;0400;1;;;
181013;0500;3;;;
181013;0600;5;;;
181013;0700;7;;;
181013;0800;12;;;
181013;0900;15;;;
181013;1000;6;;;
181013;1100;11;;;
181013;1200;9;;;
181013;1300;7;;;
181013;1400;12;;;
181013;1500;9;;;
181013;1600;8;;;
181013;1700;31;;;
181013;1800;21;;;
181013;1900;15;;;
181013;2000;;;;
181013;2100;;;;
181013;2200;24;;;
181013;2300;9;;;
181014;0000;6;;;
181014;0100;7;;;
181014;0200;7;;;
181014;0300;8;;;
181014;0400;5;;;
181014;0500;7;;;
181014;0600;7;;;
181014;0700;14;;;
181014;0800;8;;;
181014;0900;16;;;
181014;1000;11;;;
181014;1100;12;;;
181014;1200;8;;;
181014;1300;9;;;
181014;1400;12;;;
181014;1500;9;;;
181014;1600;9;;;
181014;1700;15;;;
181014;1800;12;;;
181014;1900;21;;;
181014;2000;28;;;
181014;2100;27;;;
181014;2200;18;;;
181014;2300;35;;;
181015;0000;16;;;
181015;0100;4;;;
181015;0200;3;;;
181015;0300;1;;;
181015;0400;1;;;
181015;0500;3;;;
181015;0600;5;;;
181015;0700;7;;;
181015;0800;14;;;
181015;0900;27;;;
181015;1000;30;;;
181015;1100;19;;;
181015;1200;18;;;
181015;1300;16;;;
181015;1400;17;;;
181015;1500;19;;;
181015;1600;19;;;
181015;1700;28;;;
181015;1800;45;;;
181015;1900;34;;;
181015;2000;32;;;
181015;2100;40;;;
181015;2200;36;;;
181015;2300;52;;;
181016;0000;48;;;
181016;0100;23;;;
181016;0200;11;;;
181016;0300;7;;;
181016;0400;13;;;
181016;0500;14;;;
181016;0600;60;;;
181016;0700;60;;;
181016;0800;185;;;
181016;0900;142;;;
181016;1000;114;;;
181016;1100;108;;;
181016;1200;38;;;
181016;1300;30;;;
181016;1400;20;;;
181016;1500;26;;;
181016;1600;24;;;
181016;1700;35;;;
181016;1800;42;;;
181016;1900;102;;;
181016;2000;220;;;
181016;2100;235;;;
181016;2200;229;;;
181016;2300;270;;;
181017;0000;174;;;
181017;0100;191;;;
181017;0200;130;;;
181017;0300;72;;;
181017;0400;27;;;
181017;0500;45;;;
181017;0600;114;;;
181017;0700;98;;;
181017;0800;91;;;
181017;0900;28;;;
181017;1000;56;;;
181017;1100;14;;;
181017;1200;22;;;
181017;1300;18;;;
181017;1400;19;;;
181017;1500;25;;;
181017;1600;23;;;
181017;1700;15;;;
181017;1800;14;;;
181017;1900;18;;;
181017;2000;14;;;
181017;2100;;;;
181017;2200;7;;;
181017;2300;12;;;
181018;0000;7;;;
181018;0100;5;;;
181018;0200;3;;;
181018;0300;5;;;
181018;0400;5;;;
181018;0500;7;;;
181018;0600;16;;;
181018;0700;16;;;
181018;0800;18;;;
181018;0900;13;;;
181018;1000;12;;;
181018;1100;26;;;
181018;1200;20;;;
181018;1300;27;;;
181018;1400;24;;;
181018;1500;26;;;
181018;1600;27;;;
181018;1700;39;;;
181018;1800;52;;;
181018;1900;25;;;
181018;2000;53;;;
181018;2100;16;;;
181018;2200;9;;;
181018;2300;7;;;
181019;0000;7;;;
181019;0100;5;;;
181019;0200;5;;;
181019;0300;8;;;
181019;0400;7;;;
181019;0500;14;;;
181019;0600;83;;;
181019;0700;52;;;
181019;0800;12;;;
181019;0900;28;;;
181019;1000;15;;;
181019;1100;11;;;
181019;1200;13;;;
181019;1300;11;;;
181019;1400;9;;;
181019;1500;20;;;
181019;1600;15;;;
181019;1700;23;;;
181019;1800;27;;;
181019;1900;21;;;
181019;2000;20;;;
181019;2100;19;;;
181019;2200;35;;;
181019;2300;50;;;
181020;0000;81;;;
181020;0100;78;;;
181020;0200;61;;;
181020;0300;11;;;
181020;0400;14;;;
181020;0500;22;;;
181020;0600;64;;;
181020;0700;58;;;
181020;0800;52;;;
181020;0900;35;;;
181020;1000;23;;;
181020;1100;26;;;
181020;1200;18;;;
181020;1300;18;;;
181020;1400;13;;;
181020;1500;11;;;
181020;1600;12;;;
181020;1700;31;;;
181020;1800;32;;;
181020;1900;39;;;
181020;2000;50;;;
181020;2100;45;;;
181020;2200;45;;;
181020;2300;125;;;
181021;0000;35;;;
181021;0100;50;;;
181021;0200;32;;;
181021;0300;12;;;
181021;0400;12;;;
181021;0500;14;;;
181021;0600;29;;;
181021;0700;12;;;
181021;0800;14;;;
181021;0900;18;;;
181021;1000;18;;;
181021;1100;24;;;
181021;1200;16;;;
181021;1300;9;;;
181021;1400;8;;;
181021;1500;9;;;
181021;1600;13;;;
181021;1700;31;;;
181021;1800;37;;;
181021;1900;40;;;
181021;2000;36;;;
181021;2100;26;;;
181021;2200;18;;;
181021;2300;16;;;
181022;0000;12;;;
181022;0100;17;;;
181022;0200;1;;;
181022;0300;1;;;
181022;0400;2;;;
181022;0500;18;;;
181022;0600;24;;;
181022;0700;30;;;
181022;0800;35;;;
181022;0900;20;;;
181022;1000;9;;;
181022;1100;23;;;
181022;1200;20;;;
181022;1300;19;;;
181022;1400;22;;;
181022;1500;8;;;
181022;1600;10;;;
181022;1700;14;;;
181022;1800;39;;;
181022;1900;81;;;
181022;2000;149;;;
181022;2100;206;;;
181022;2200;127;;;
181022;2300;63;;;
181023;0000;127;;;
181023;0100;45;;;
181023;0200;41;;;
181023;0300;62;;;
181023;0400;47;;;
181023;0500;72;;;
181023;0600;246;;;
181023;0700;140;;;
181023;0800;38;;;
181023;0900;30;;;
181023;1000;22;;;
181023;1100;15;;;
181023;1200;14;;;
181023;1300;14;;;
181023;1400;14;;;
181023;1500;17;;;
181023;1600;19;;;
181023;1700;23;;;
181023;1800;57;;;
181023;1900;96;;;
181023;2000;351;;;
181023;2100;108;;;
181023;2200;197;;;
181023;2300;205;;;
181024;0000;93;;;
181024;0100;89;;;
181024;0200;50;;;
181024;0300;50;;;
181024;0400;58;;;
181024;0500;56;;;
181024;0600;144;;;
181024;0700;77;;;
181024;0800;59;;;
181024;0900;28;;;
181024;1000;23;;;
181024;1100;12;;;
181024;1200;;;;
181024;1300;;;;
181024;1400;;;;
181024;1500;10;;;
181024;1600;9;;;
181024;1700;7;;;
181024;1800;9;;;
181024;1900;38;;;
181024;2000;64;;;
181024;2100;67;;;
181024;2200;16;;;
181024;2300;38;;;
181025;0000;28;;;
181025;0100;28;;;
181025;0200;54;;;
181025;0300;28;;;
181025;0400;24;;;
181025;0500;30;;;
181025;0600;50;;;
181025;0700;16;;;
181025;0800;10;;;
181025;0900;23;;;
181025;1000;;;;
181025;1100;;;;
181025;1200;9;;;
181025;1300;7;;;
181025;1400;4;;;
181025;1500;7;;;
181025;1600;11;;;
181025;1700;9;;;
181025;1800;18;;;
181025;1900;13;;;
181025;2000;16;;;
181025;2100;25;;;
181025;2200;18;;;
181025;2300;24;;;
181026;0000;18;;;
181026;0100;16;;;
181026;0200;17;;;
181026;0300;;;;
181026;0400;8;;;
181026;0500;26;;;
181026;0600;45;;;
181026;0700;20;;;
181026;0800;18;;;
181026;0900;41;;;
181026;1000;14;;;
181026;1100;14;;;
181026;1200;12;;;
181026;1300;9;;;
181026;1400;9;;;
181026;1500;14;;;
181026;1600;15;;;
181026;1700;15;;;
181026;1800;24;;;
181026;1900;23;;;
181026;2000;16;;;
181026;2100;17;;;
181026;2200;9;;;
181026;2300;20;;;
181027;0000;11;;;
181027;0100;7;;;
181027;0200;7;;;
181027;0300;4;;;
181027;0400;3;;;
181027;0500;3;;;
181027;0600;4;;;
181027;0700;9;;;
181027;0800;10;;;
181027;0900;16;;;
181027;1000;8;;;
181027;1100;8;;;
181027;1200;13;;;
181027;1300;7;;;
181027;1400;3;;;
181027;1500;3;;;
181027;1600;4;;;
181027;1700;6;;;
181027;1800;7;;;
181027;1900;21;;;
181027;2000;39;;;
181027;2100;62;;;
181027;2200;113;;;
181027;2300;30;;;
181028;0000;33;;;
181028;0100;39;;;
181028;0200;15;;;
181028;0300;11;;;
181028;0400;7;;;
181028;0500;7;;;
181028;0600;11;;;
181028;0700;14;;;
181028;0800;11;;;
181028;0900;14;;;
181028;1000;16;;;
181028;1100;8;;;
181028;1200;11;;;
181028;1300;7;;;
181028;1400;9;;;
181028;1500;11;;;
181028;1600;14;;;
181028;1700;16;;;
181028;1800;16;;;
181028;1900;25;;;
181028;2000;25;;;
181028;2100;12;;;
181028;2200;7;;;
181028;2300;7;;;
181029;0000;5;;;
181029;0100;7;;;
181029;0200;4;;;
181029;0300;2;;;
181029;0400;1;;;
181029;0500;5;;;
181029;0600;28;;;
181029;0700;24;;;
181029;0800;8;;;
181029;0900;12;;;
181029;1000;7;;;
181029;1100;5;;;
181029;1200;3;;;
181029;1300;;;;
181029;1400;5;;;
181029;1500;7;;;
181029;1600;11;;;
181029;1700;8;;;
181029;1800;10;;;
181029;1900;16;;;
181029;2000;19;;;
181029;2100;8;;;
181029;2200;8;;;
181029;2300;7;;;
181030;0000;8;;;
181030;0100;8;;;
181030;0200;6;;;
181030;0300;5;;;
181030;0400;7;;;
181030;0500;9;;;
181030;0600;16;;;
181030;0700;18;;;
181030;0800;12;;;
181030;0900;18;;;
181030;1000;12;;;
181030;1100;24;;;
181030;1200;16;;;
181030;1300;13;;;
181030;1400;9;;;
181030;1500;7;;;
181030;1600;7;;;
181030;1700;9;;;
181030;1800;12;;;
181030;1900;30;;;
181030;2000;96;;;
181030;2100;106;;;
181030;2200;103;;;
181030;2300;52;;;
181031;0000;39;;;
181031;0100;26;;;
181031;0200;28;;;
181031;0300;24;;;
181031;0400;18;;;
181031;0500;47;;;
181031;0600;75;;;
181031;0700;15;;;
181031;0800;37;;;
181031;0900;15;;;
181031;1000;19;;;
181031;1100;11;;;
181031;1200;7;;;
181031;1300;7;;;
181031;1400;7;;;
181031;1500;8;;;
181031;1600;9;;;
181031;1700;7;;;
181031;1800;7;;;
181031;1900;27;;;
181031;2000;104;;;
181031;2100;183;;;
181031;2200;147;;;
181031;2300;136;;;
181101;0000;47;;;
181101;0100;52;;;
181101;0200;14;;;
181101;0300;9;;;
181101;0400;16;;;
181101;0500;27;;;
181101;0600;18;;;
181101;0700;16;;;
181101;0800;7;;;
181101;0900;8;;;
181101;1000;11;;;
181101;1100;8;;;
181101;1200;5;;;
181101;1300;8;;;
181101;1400;7;;;
181101;1500;7;;;
181101;1600;6;;;
181101;1700;6;;;
181101;1800;8;;;
181101;1900;31;;;
181101;2000;44;;;
181101;2100;92;;;
181101;2200;110;;;
181101;2300;118;;;
181102;0000;137;;;
181102;0100;59;;;
181102;0200;20;;;
181102;0300;7;;;
181102;0400;11;;;
181102;0500;10;;;
181102;0600;21;;;
181102;0700;22;;;
181102;0800;28;;;
181102;0900;16;;;
181102;1000;12;;;
181102;1100;15;;;
181102;1200;8;;;
181102;1300;10;;;
181102;1400;9;;;
181102;1500;11;;;
181102;1600;7;;;
181102;1700;6;;;
181102;1800;8;;;
181102;1900;16;;;
181102;2000;10;;;
181102;2100;18;;;
181102;2200;12;;;
181102;2300;9;;;
181103;0000;8;;;
181103;0100;11;;;
181103;0200;18;;;
181103;0300;9;;;
181103;0400;7;;;
181103;0500;18;;;
181103;0600;20;;;
181103;0700;25;;;
181103;0800;14;;;
181103;0900;7;;;
181103;1000;9;;;
181103;1100;7;;;
181103;1200;9;;;
181103;1300;7;;;
181103;1400;4;;;
181103;1500;7;;;
181103;1600;4;;;
181103;1700;23;;;
181103;1800;19;;;
181103;1900;28;;;
181103;2000;28;;;
181103;2100;37;;;
181103;2200;24;;;
181103;2300;24;;;
181104;0000;14;;;
181104;0100;4;;;
181104;0200;5;;;
181104;0300;7;;;
181104;0400;7;;;
181104;0500;5;;;
181104;0600;3;;;
181104;0700;3;;;
181104;0800;12;;;
181104;0900;28;;;
181104;1000;23;;;
181104;1100;18;;;
181104;1200;11;;;
181104;1300;22;;;
181104;1400;13;;;
181104;1500;12;;;
181104;1600;15;;;
181104;1700;21;;;
181104;1800;20;;;
181104;1900;19;;;
181104;2000;26;;;
181104;2100;35;;;
181104;2200;28;;;
181104;2300;7;;;
181105;0000;12;;;
181105;0100;7;;;
181105;0200;7;;;
181105;0300;7;;;
181105;0400;2;;;
181105;0500;7;;;
181105;0600;28;;;
181105;0700;35;;;
181105;0800;27;;;
181105;0900;21;;;
181105;1000;24;;;
181105;1100;20;;;
181105;1200;18;;;
181105;1300;16;;;
181105;1400;22;;;
181105;1500;30;;;
181105;1600;22;;;
181105;1700;31;;;
181105;1800;45;;;
181105;1900;71;;;
181105;2000;88;;;
